k,z,c,l
1.298740527256466271e+00,1.085715695465470088e+00,7.465611011886484905e-01,9.371311093801032444e-01
1.555948244292023386e+00,1.078596053447446579e+00,8.039934064640917866e-01,9.279377232793123431e-01
1.783403058332492019e+00,1.072087224374328684e+00,8.508747174276090064e-01,9.203429159922760228e-01
1.981430575970651198e+00,1.066133797351722867e+00,8.891803372234268199e-01,9.140533609207809329e-01
2.151871166748366093e+00,1.060685847487129907e+00,9.204708609049757628e-01,9.088273626524780990e-01
2.297240171107556517e+00,1.055698324420419887e+00,9.459958782561245227e-01,9.044709606691347936e-01
2.420272163926985964e+00,1.051130518757389387e+00,9.667668373800450965e-01,9.008290664453468821e-01
2.523674351592513521e+00,1.046945595151109298e+00,9.836094556744395812e-01,8.977771041705759902e-01
2.609997352557982708e+00,1.043110182580740730e+00,9.972023579438228369e-01,8.952142501471248570e-01
2.681573106623438285e+00,1.039594013867747524e+00,1.008106213261033224e+00,8.930582129906646793e-01
2.740491395433216404e+00,1.036369607703825135e+00,1.016786147864768175e+00,8.912412512722572844e-01
2.788598346088467572e+00,1.033411987490529427e+00,1.023629283055798478e+00,8.897071279973105540e-01
2.827507034125745111e+00,1.030698432145443988e+00,1.028958660669649694e+00,8.884087596381449181e-01
7.122448979591836649e-01,1.110204081632653050e+00,5.924783651579051957e-01,9.621952213866789005e-01
1.018729009489802495e+00,1.100957600811650172e+00,6.805754714143861239e-01,9.488251697364540327e-01
1.307008314795412351e+00,1.092518869298841899e+00,7.519039038963386545e-01,9.375941838093125869e-01
1.567815775647391385e+00,1.084812375190465250e+00,8.098664100086091500e-01,9.282977708951933860e-01
1.798251636452921076e+00,1.077770420997772094e+00,8.570696209209464067e-01,9.206151264728518191e-01
1.998623157206830037e+00,1.071332203122834281e+00,8.955388602953192612e-01,9.142516223636397710e-01
2.170809239236833665e+00,1.065443015640978874e+00,9.268726117608248050e-01,9.089637329380503283e-01
2.317388917523002245e+00,1.060053559429322334e+00,9.523496111882223669e-01,9.045557231107299589e-01
2.441168926863843236e+00,1.055119340873737821e+00,9.730040005906223088e-01,9.008709255611809796e-01
2.544928309034579339e+00,1.050600146996840678e+00,9.896793255594118488e-01,8.977833920250016808e-01
2.631284711012998212e+00,1.046459585991077024e+00,1.003068303872443501e+00,8.951911081629119193e-01
2.702630208239344078e+00,1.042664683903952616e+00,1.013742789835388125e+00,8.930107429405261810e-01
2.761107079377014273e+00,1.039185529678592790e+00,1.022176807535444043e+00,8.911736373540750655e-01
2.808606302606423188e+00,1.035994961959421978e+00,1.028764563683461031e+00,8.896227335173362283e-01
2.846778538966593608e+00,1.033068292075716821e+00,1.033834743509267851e+00,8.883102014307064920e-01
7.122448979591836649e-01,1.118367346938775597e+00,5.958421599963705795e-01,9.628858434269087496e-01
1.022917391357704320e+00,1.108403070459782480e+00,6.851154054286544559e-01,9.493996788735038495e-01
1.315289756073106942e+00,1.099314363810510065e+00,7.572507859856318913e-01,9.380533869019563875e-01
1.579709048486227507e+00,1.091018589274815875e+00,8.157432705563886222e-01,9.286550119263912162e-01
1.813135508172442512e+00,1.083441778417433943e+00,8.632673228093736828e-01,9.208853059773638439e-01
2.015857057677244324e+00,1.076517593954222418e+00,9.018986919589191409e-01,9.144484320228247753e-01
2.189791180878726262e+00,1.070186434176603418e+00,9.332740049540662053e-01,9.090990892529371425e-01
2.337581094452432673e+00,1.064394657848870551e+00,9.587013030956977877e-01,9.046398046098513834e-01
2.462106322629619370e+00,1.059093911267753985e+00,9.792375200454853656e-01,9.009123580113735930e-01
2.566218372995565211e+00,1.054240542247160795e+00,9.957440868972621262e-01,8.977894480549034606e-01
2.652602488244005574e+00,1.049795088305392143e+00,1.008927844892358427e+00,8.951678845099449999e-01
2.723711359147330757e+00,1.045721828396310116e+00,1.019371846200935350e+00,8.929633082143918488e-01
2.781740149783017646e+00,1.041988389226320200e+00,1.027559013542012289e+00,8.911061517827612022e-01
2.828624992856881626e+00,1.038565398604347045e+00,1.033890632054383696e+00,8.895385439443574960e-01
2.866054364318631364e+00,1.035426179437165528e+00,1.038701018405066456e+00,8.882119145344411493e-01
7.122448979591836649e-01,1.126530612244897922e+00,5.992050702446120036e-01,9.635686823636584464e-01
1.027108065804803960e+00,1.115844193617443247e+00,6.896581494996645301e-01,9.499688721736723185e-01
1.323584786992460405e+00,1.106102243628642068e+00,7.626017221832847026e-01,9.385087874730316804e-01
1.591627967183321113e+00,1.097214785735965537e+00,8.216239609778448472e-01,9.290094953490700691e-01
1.828054548756196551e+00,1.089101407446721126e+00,8.694678015678053429e-01,9.211534892976358524e-01
2.033132130479812449e+00,1.081690097076450474e+00,9.082598213896475592e-01,9.146438144324215980e-01
2.208816832765726268e+00,1.074916242764982099e+00,9.396750435069982643e-01,9.092334486737210231e-01
2.357816542556550043e+00,1.068721768253000803e+00,9.650509724743910889e-01,9.047232168083726433e-01
2.483084202940120111e+00,1.063054384333367963e+00,9.854674302012790266e-01,9.009533714696186246e-01
2.587544416612593601e+00,1.057866938476991647e+00,1.001803789767281572e+00,8.977952770256704129e-01
2.673950587455886208e+00,1.053116848058270882e+00,1.014781045792614300e+00,8.951445818038107349e-01
2.744816499278662558e+00,1.048765605000293810e+00,1.024993460565341463e+00,8.929159098107363191e-01
2.802390587942826361e+00,1.044778341627921714e+00,1.032932855993564658e+00,8.910387943010094070e-01
2.848654442210390325e+00,1.041123449139335300e+00,1.039007588552614436e+00,8.894545579940940083e-01
2.885334580624075773e+00,1.037772241448580379e+00,1.043557594369238117e+00,8.881138967613158020e-01
7.122448979591836649e-01,1.134693877551020469e+00,6.025671076778169599e-01,9.642438740172604161e-01
1.031301000377240262e+00,1.123281004291384555e+00,6.942036903848268770e-01,9.505328443695245655e-01
1.331893344425018055e+00,1.112882572373366630e+00,7.679566874767825846e-01,9.389604525821944048e-01
1.603572437248700133e+00,1.103401053161254142e+00,8.275084544667631326e-01,9.293612688878957195e-01
1.843008634795003209e+00,1.094749417067151009e+00,8.756710359430298629e-01,9.214197103399967004e-01
2.050448230207012834e+00,1.086849837564457744e+00,9.146222378950753518e-01,9.148377935050082677e-01
2.227886037577612388e+00,1.079632578657858888e+00,9.460757303714308897e-01,9.093668278450722786e-01
2.378095104064380738e+00,1.073035036590514579e+00,9.713986375066843149e-01,9.048059710520153232e-01
2.504102420927857064e+00,1.067000911687142395e+00,9.916937649368693375e-01,9.009939734105627540e-01
2.608906314153994099e+00,1.061479490380293988e+00,1.007858483400572824e+00,8.978008835732597115e-01
2.695328912575358782e+00,1.056425020842882034e+00,1.020627970249378347e+00,8.951212025809959227e-01
2.765945568770989738e+00,1.051796168407025389e+00,1.030607709773185388e+00,8.928685486860177267e-01
2.823058374754991995e+00,1.047555539209053865e+00,1.038298423406525783e+00,8.909715646377911469e-01
2.868694674984861859e+00,1.043669262359090633e+00,1.044115531764541860e+00,8.893707743913984443e-01
2.904619256576576714e+00,1.040106622467404929e+00,1.048404578438051571e+00,8.880161459524423817e-01
7.122448979591836649e-01,1.142857142857142794e+00,6.059282837812639544e-01,9.649115510277467278e-01
1.035496163370216216e+00,1.130713535979613216e+00,6.987520149034425199e-01,9.510916878353674608e-01
1.340215366186580326e+00,1.119655412679631867e+00,7.733156571110691990e-01,9.394084475908607290e-01
1.615542365303600514e+00,1.109577478723427379e+00,8.333967245350485387e-01,9.297103790571513704e-01
1.857997644180592101e+00,1.100385914471583071e+00,8.818770049490169960e-01,9.216840021544294714e-01
2.067805212919767932e+00,1.091996938389307337e+00,9.209859309128993754e-01,9.150303925520925086e-01
2.246998639555410016e+00,1.084335576746722873e+00,9.524760684309533376e-01,9.094992429939373624e-01
2.398416622747399529e+00,1.077334606249986004e+00,9.777443160692116386e-01,9.048880784000979949e-01
2.525160831119541260e+00,1.070933642237820171e+00,9.979165575672168664e-01,9.010341711164107092e-01
2.630303941002875234e+00,1.065078349843049388e+00,1.013908216200442247e+00,8.978062722085771163e-01
2.716737368243320017e+00,1.059719759386278826e+00,1.026468680852895998e+00,8.950977493016820663e-01
2.787098507971923489e+00,1.054813670419892269e+00,1.036214669339280192e+00,8.928212257563183929e-01
2.843743490741930557e+00,1.050320131417166403e+00,1.043655802743955752e+00,8.909044625091291358e-01
2.888745714477472859e+00,1.046202984215714116e+00,1.049214558523662744e+00,8.892871918703415535e-01
2.923908459169269225e+00,1.042429464065484090e+00,1.053242075721485316e+00,8.879186599775669153e-01
7.122448979591836649e-01,1.151020408163265341e+00,6.092886097592037364e-01,9.655718429485609100e-01
1.039693523806370923e+00,1.138141821682581378e+00,7.033031099381539253e-01,9.516454926614168475e-01
1.348550791013636507e+00,1.126420826219385773e+00,7.786786065853054106e-01,9.398528362170669448e-01
1.627537659057140207e+00,1.115744148213162479e+00,8.392887450075738887e-01,9.300568712002167393e-01
1.873021456081483738e+00,1.106011005106130485e+00,8.880856878623267781e-01,9.219463969625540933e-01
2.085202936121943740e+00,1.097131520468335397e+00,9.273508900089495466e-01,9.152216343037309354e-01
2.266154484475151332e+00,1.089025369619946115e+00,9.588760605031111384e-01,9.096307099431610865e-01
2.418780943894220048e+00,1.081620618122612010e+00,9.840880257403226139e-01,9.049695496348929558e-01
2.546259289414049221e+00,1.074852722253651471e+00,1.004135840856823725e+00,9.010739716832627533e-01
2.651737173640976053e+00,1.068663666013886848e+00,1.019953035762160010e+00,8.978114473216775027e-01
2.738175859807205903e+00,1.063001213622252195e+00,1.032303239133606221e+00,8.950742243524213437e-01
2.808275257442312878e+00,1.057818260028655422e+00,1.041814413480945722e+00,8.927739418989149023e-01
2.864445916066151288e+00,1.053072264896013799e+00,1.049005079453607214e+00,8.908374876188364100e-01
2.908807582995441177e+00,1.048724757892880888e+00,1.054304763953923363e+00,8.892038091742862083e-01
2.943202253741210139e+00,1.044740905102284012e+00,1.058070189451270071e+00,8.878214367345700353e-01
7.122448979591836649e-01,1.159183673469387887e+00,6.126480965434157877e-01,9.662248763369318816e-01
1.043893051414893414e+00,1.145565893914052058e+00,7.078569624362774926e-01,9.521943467251648974e-01
1.356899558540591189e+00,1.133178873723103219e+00,7.840455116496566346e-01,9.402936805881930704e-01
1.639558227283717251e+00,1.121901146070618305e+00,8.451844900171291419e-01,9.304007895274891693e-01
1.888079950919529182e+00,1.111624792710796950e+00,8.942970642176116813e-01,9.222069261845011745e-01
2.102641258735503005e+00,1.102253702713752670e+00,9.337171048752247460e-01,9.154115409273686499e-01
2.285353419622270010e+00,1.093702087618138918e+00,9.652757093415009759e-01,9.097612441245680470e-01
2.439187914285886105e+00,1.085893210663085195e+00,9.904297838073088389e-01,9.050503952706123734e-01
2.567397653060873530e+00,1.078758295427578062e+00,1.010351647032759592e+00,9.011133820272038131e-01
2.673205889632853438e+00,1.072235585372445898e+00,1.025992988892112434e+00,8.978164131857994112e-01
2.759644293313456398e+00,1.066269530761825068e+00,1.038131705587448828e+00,8.950506300487052203e-01
2.829475757959300619e+00,1.060810083481142918e+00,1.047407015149280030e+00,8.927266979537810121e-01
2.885165630545873050e+00,1.055812083557720715e+00,1.054346337504792341e+00,8.907706396592152132e-01
2.928880301885752324e+00,1.051234723877568333e+00,1.059386241511691695e+00,8.891206250559512414e-01
2.962500704022293707e+00,1.047041081795681228e+00,1.062889021027401126e+00,8.877244741489762614e-01
7.122448979591836649e-01,1.167346938775510212e+00,6.160067548012694294e-01,9.668707748410938496e-01
1.048094716611466692e+00,1.152985784711651807e+00,7.124135594108519376e-01,9.527383357601096892e-01
1.365261609278195509e+00,1.139929615000684571e+00,7.894163483019535077e-01,9.407310412917080367e-01
1.651603979801930633e+00,1.128048555416049759e+00,8.510839339993265806e-01,9.307421771528886500e-01
1.903173010348374605e+00,1.117227379358892714e+00,9.005111138030972295e-01,9.224656204648056246e-01
2.120120041078035200e+00,1.107363602079767695e+00,9.400845653278696590e-01,9.156001340460266924e-01
2.304595293768849196e+00,1.098365858887795810e+00,9.716750176377134673e-01,9.098908605916238290e-01
2.459637382174448827e+00,1.090152519948566878e+00,9.967696072733481794e-01,9.051306255621487384e-01
2.588575780642061730e+00,1.082650502940363246e+00,1.016564007797257752e+00,9.011524088902531648e-01
2.694709967613631019e+00,1.075794251795563428e+00,1.032028121626354267e+00,8.978211739613389808e-01
2.781142575503521730e+00,1.069524855361488225e+00,1.043954139700403294e+00,8.950269686375262879e-01
2.850699950522824100e+00,1.063789284352625764e+00,1.052992546059491552e+00,8.926794947251204260e-01
2.905902613673903900e+00,1.058539728652504452e+00,1.059679659424152876e+00,8.907039183118176107e-01
2.948963891567870199e+00,1.053733020029437251e+00,1.064459083026493058e+00,8.890376382775476705e-01
2.981803872180813553e+00,1.049330127790419231e+00,1.067698670063286226e+00,8.876277701735535430e-01
7.122448979591836649e-01,1.175510204081632537e+00,6.193645949443913334e-01,9.675096592842249432e-01
1.052298490478386750e+00,1.160401525647125398e+00,7.169728879424224210e-01,9.532775434217207744e-01
1.373636884590548446e+00,1.146673108961746346e+00,7.947910927851445928e-01,9.411649774236799937e-01
1.663674827450053462e+00,1.134186458079518900e+00,8.569870516882754918e-01,9.310810761286013593e-01
1.918300517226305679e+00,1.122818865495267326e+00,9.067278166567304121e-01,9.227225096969009499e-01
2.137639144832403026e+00,1.112461333608277592e+00,9.464532613056546584e-01,9.157874347553447425e-01
2.323879957140653651e+00,1.103016809433296830e+00,9.780739880235770345e-01,9.100195740311300963e-01
2.480129197248926332e+00,1.094398679735829383e+00,1.003107512864529038e+00,9.052102505129461241e-01
2.609793532040347586e+00,1.086529483521745387e+00,1.022772954340119167e+00,9.011910588455819271e-01
2.716249287261574885e+00,1.079339806621369524e+00,1.038058479248680888e+00,8.978257336991787296e-01
2.802670613793376120e+00,1.072767329389260338e+00,1.049770599972252416e+00,8.950032422993632331e-01
2.871947776344351499e+00,1.066756003612966408e+00,1.058571076720162596e+00,8.926323329823825370e-01
2.926656844617556263e+00,1.061255338836141204e+00,1.065005126330073493e+00,8.906373232477315938e-01
2.969058371546385633e+00,1.056219781647953049e+00,1.069523378740108166e+00,8.889548476104942587e-01
3.001111818849944601e+00,1.051608174224329062e+00,1.072499234429000081e+00,8.875313227875345490e-01
7.122448979591836649e-01,1.183673469387755084e+00,6.227216271351586618e-01,9.681416477459087178e-01
1.056504344746410640e+00,1.167813147836296972e+00,7.215349351789681620e-01,9.538120513513849152e-01
1.382025326677319255e+00,1.153409413635329006e+00,8.001697215831827803e-01,9.415955466360278470e-01
1.675770682070724327e+00,1.140314934629736099e+00,8.628938181109323535e-01,9.314175274791928194e-01
1.933462355602721949e+00,1.128399349973408627e+00,9.129471530611982244e-01,9.229776230474774357e-01
2.155198433034732464e+00,1.117547010473184166e+00,9.528231828674720294e-01,9.159734636408712882e-01
2.343207261407389552e+00,1.107655063167322318e+00,9.844726230725056038e-01,9.101473987754676864e-01
2.500663210629482158e+00,1.098631821516638629e+00,1.009443517035999438e+00,9.052892798836826849e-01
2.631050768437201093e+00,1.090395373509686294e+00,1.028978517350304989e+00,9.012293383035658856e-01
2.737823729302998554e+00,1.082872388711369815e+00,1.044084106307952009e+00,8.978300963448986316e-01
2.824228316287457741e+00,1.075997092288657697e+00,1.055581143939655409e+00,8.949794531510680828e-01
